Seat_ID,Table_ID,Room_ID,Brightness,Noise,Seat_Available,Table_Available,Room_Available
1698,170,5,68,23,True,True,True
1699,170,5,60,13,True,True,True
1700,170,5,74,87,True,True,True
1701,171,5,61,1,True,True,True
1702,171,5,64,23,True,True,True
1703,171,5,61,83,True,True,True
1704,171,5,59,85,True,True,True
1705,171,5,64,33,True,True,True
1706,171,5,58,40,True,True,True
1707,171,5,57,71,True,True,True
1708,171,5,57,62,True,True,True
1709,171,5,61,44,True,True,True
1710,171,5,63,70,True,True,True
1711,172,5,63,8,True,True,True
1712,172,5,66,85,True,True,True
1713,172,5,61,55,True,True,True
1714,172,5,63,83,True,True,True
1715,172,5,64,20,True,True,True
1716,172,5,54,30,True,True,True
1717,172,5,64,62,True,True,True
1718,172,5,56,27,True,True,True
1719,172,5,61,12,True,True,True
1720,172,5,57,88,True,True,True
1721,173,5,58,14,True,True,True
1722,173,5,57,75,True,True,True
1723,173,5,67,75,True,True,True
1724,173,5,63,46,True,True,True
1725,173,5,65,17,True,True,True
1726,173,5,62,51,True,True,True
1727,173,5,57,82,True,True,True
1728,173,5,60,24,True,True,True
1729,173,5,63,1,True,True,True
1730,173,5,60,65,True,True,True
1731,174,5,60,49,True,True,True
1732,174,5,60,15,True,True,True
1733,174,5,67,61,True,True,True
1734,174,5,69,28,True,True,True
1735,174,5,66,97,True,True,True
1736,174,5,61,23,True,True,True
1737,174,5,60,64,True,True,True
1738,174,5,63,66,True,True,True
1739,174,5,58,50,True,True,True
1740,174,5,62,91,True,True,True
1741,175,5,60,46,True,True,True
1742,175,5,64,30,True,True,True
1743,175,5,65,68,True,True,True
1744,175,5,62,13,True,True,True
1745,175,5,62,58,True,True,True
1746,175,5,58,77,True,True,True
1747,175,5,53,93,True,True,True
1748,175,5,56,28,True,True,True
1749,175,5,55,76,True,True,True
1750,175,5,61,73,True,True,True
1751,176,5,58,40,True,True,True
1752,176,5,56,69,True,True,True
1753,176,5,52,27,True,True,True
1754,176,5,59,3,True,True,True
1755,176,5,55,73,True,True,True
1756,176,5,49,13,True,True,True
1757,176,5,50,57,True,True,True
1758,176,5,55,61,True,True,True
1759,176,5,47,10,True,True,True
1760,176,5,54,82,True,True,True
1761,177,5,57,70,True,True,True
1762,177,5,53,97,True,True,True
1763,177,5,58,16,True,True,True
1764,177,5,54,78,True,True,True
1765,177,5,52,50,True,True,True
1766,177,5,57,89,True,True,True
1767,177,5,53,22,True,True,True
1768,177,5,53,39,True,True,True
1769,177,5,56,35,True,True,True
1770,177,5,54,8,True,True,True
1771,178,5,52,75,True,True,True
1772,178,5,57,53,True,True,True
1773,178,5,53,19,True,True,True
1774,178,5,56,37,True,True,True
1775,178,5,58,100,True,True,True
1776,178,5,48,64,True,True,True
1777,178,5,50,37,True,True,True
1778,178,5,51,22,True,True,True
1779,178,5,48,40,True,True,True
1780,178,5,57,76,True,True,True
1781,179,5,56,80,True,True,True
1782,179,5,53,79,True,True,True
1783,179,5,59,28,True,True,True
1784,179,5,58,43,True,True,True
1785,179,5,57,95,True,True,True
1786,179,5,45,79,True,True,True
1787,179,5,53,79,True,True,True
1788,179,5,55,59,True,True,True
1789,179,5,48,1,True,True,True
1790,179,5,51,75,True,True,True
1791,180,5,58,31,True,True,True
1792,180,5,53,40,True,True,True
1793,180,5,60,1,True,True,True
1794,180,5,54,12,True,True,True
1795,180,5,59,9,True,True,True
1796,180,5,43,54,True,True,True
1797,180,5,49,82,True,True,True
1798,180,5,54,25,True,True,True
1799,180,5,55,48,True,True,True
1800,180,5,53,84,True,True,True
1801,181,5,45,33,True,True,True
1802,181,5,39,40,True,True,True
1803,181,5,41,68,True,True,True
1804,181,5,39,80,True,True,True
1805,181,5,49,46,True,True,True
1806,181,5,48,48,True,True,True
1807,181,5,43,96,True,True,True
1808,181,5,45,57,True,True,True
1809,181,5,43,13,True,True,True
1810,181,5,41,64,True,True,True
1811,182,5,46,68,True,True,True
1812,182,5,46,53,True,True,True
1813,182,5,45,97,True,True,True
1814,182,5,48,32,True,True,True
1815,182,5,49,35,True,True,True
1816,182,5,40,84,True,True,True
1817,182,5,46,7,True,True,True
1818,182,5,44,40,True,True,True
1819,182,5,48,47,True,True,True
1820,182,5,41,26,True,True,True
1821,183,5,43,18,True,True,True
1822,183,5,46,94,True,True,True
1823,183,5,50,4,True,True,True
1824,183,5,49,83,True,True,True
1825,183,5,48,28,True,True,True
1826,183,5,42,87,True,True,True
1827,183,5,45,64,True,True,True
1828,183,5,43,67,True,True,True
1829,183,5,42,88,True,True,True
1830,183,5,45,40,True,True,True
1831,184,5,55,41,True,True,True
1832,184,5,51,91,True,True,True
1833,184,5,50,65,True,True,True
1834,184,5,48,11,True,True,True
1835,184,5,47,14,True,True,True
1836,184,5,34,63,True,True,True
1837,184,5,40,46,True,True,True
1838,184,5,43,83,True,True,True
1839,184,5,41,48,True,True,True
1840,184,5,44,87,True,True,True
1841,185,5,48,63,True,True,True
1842,185,5,49,11,True,True,True
1843,185,5,45,66,True,True,True
1844,185,5,48,72,True,True,True
1845,185,5,47,73,True,True,True
1846,185,5,42,44,True,True,True
1847,185,5,39,75,True,True,True
1848,185,5,47,48,True,True,True
1849,185,5,46,18,True,True,True
1850,185,5,45,44,True,True,True
1851,186,5,36,63,True,True,True
1852,186,5,39,11,True,True,True
1853,186,5,41,52,True,True,True
1854,186,5,40,80,True,True,True
1855,186,5,36,87,True,True,True
1856,186,5,26,50,True,True,True
1857,186,5,44,36,True,True,True
1858,186,5,35,51,True,True,True
1859,186,5,35,77,True,True,True
1860,186,5,34,30,True,True,True
1861,187,5,41,51,True,True,True
1862,187,5,34,69,True,True,True
1863,187,5,35,30,True,True,True
1864,187,5,37,75,True,True,True
1865,187,5,44,32,True,True,True
1866,187,5,34,35,True,True,True
1867,187,5,36,35,True,True,True
1868,187,5,35,39,True,True,True
1869,187,5,35,43,True,True,True
1870,187,5,35,39,True,True,True
1871,188,5,39,81,True,True,True
1872,188,5,40,35,True,True,True
1873,188,5,42,3,True,True,True
1874,188,5,36,20,True,True,True
1875,188,5,41,50,True,True,True
1876,188,5,37,26,True,True,True
1877,188,5,40,43,True,True,True
1878,188,5,34,3,True,True,True
1879,188,5,38,65,True,True,True
1880,188,5,35,51,True,True,True
1881,189,5,38,55,True,True,True
1882,189,5,41,69,True,True,True
1883,189,5,43,2,True,True,True
1884,189,5,47,21,True,True,True
1885,189,5,42,17,True,True,True
1886,189,5,38,27,True,True,True
1887,189,5,33,30,True,True,True
1888,189,5,31,70,True,True,True
1889,189,5,36,17,True,True,True
1890,189,5,34,56,True,True,True
1891,190,5,36,27,True,True,True
1892,190,5,40,47,True,True,True
1893,190,5,37,3,True,True,True
1894,190,5,42,60,True,True,True
1895,190,5,37,37,True,True,True
1896,190,5,37,22,True,True,True
1897,190,5,33,84,True,True,True
1898,190,5,40,19,True,True,True
1899,190,5,33,42,True,True,True
1900,190,5,32,44,True,True,True
1901,191,5,26,87,True,True,True
1902,191,5,28,28,True,True,True
1903,191,5,28,85,True,True,True
1904,191,5,30,28,True,True,True
1905,191,5,32,20,True,True,True
1906,191,5,25,78,True,True,True
1907,191,5,30,46,True,True,True
1908,191,5,28,37,True,True,True
1909,191,5,32,88,True,True,True
1910,191,5,31,72,True,True,True
1911,192,5,36,83,True,True,True
1912,192,5,32,36,True,True,True
1913,192,5,30,46,True,True,True
1914,192,5,32,21,True,True,True
1915,192,5,35,60,True,True,True
1916,192,5,21,75,True,True,True
1917,192,5,28,91,True,True,True
1918,192,5,31,33,True,True,True
1919,192,5,29,11,True,True,True
1920,192,5,27,60,True,True,True
1921,193,5,29,74,True,True,True
1922,193,5,27,82,True,True,True
1923,193,5,34,32,True,True,True
1924,193,5,34,79,True,True,True
1925,193,5,31,8,True,True,True
1926,193,5,29,94,True,True,True
1927,193,5,26,50,True,True,True
1928,193,5,27,79,True,True,True
1929,193,5,32,29,True,True,True
1930,193,5,27,28,True,True,True
1931,194,5,36,31,True,True,True
1932,194,5,32,49,True,True,True
1933,194,5,32,58,True,True,True
1934,194,5,31,41,True,True,True
1935,194,5,32,51,True,True,True
1936,194,5,35,4,True,True,True
1937,194,5,27,42,True,True,True
1938,194,5,29,15,True,True,True
1939,194,5,30,35,True,True,True
1940,194,5,37,24,True,True,True
1941,195,5,26,33,True,True,True
1942,195,5,31,65,True,True,True
1943,195,5,29,40,True,True,True
1944,195,5,31,62,True,True,True
1945,195,5,32,12,True,True,True
1946,195,5,27,90,True,True,True
1947,195,5,21,84,True,True,True
1948,195,5,34,10,True,True,True
1949,195,5,27,58,True,True,True
1950,195,5,23,24,True,True,True
1951,196,5,27,51,True,True,True
1952,196,5,24,89,True,True,True
1953,196,5,26,99,True,True,True
1954,196,5,25,56,True,True,True
1955,196,5,30,63,True,True,True
1956,196,5,17,32,True,True,True
1957,196,5,19,84,True,True,True
1958,196,5,17,93,True,True,True
1959,196,5,13,66,True,True,True
1960,196,5,19,67,True,True,True
1961,197,5,25,18,True,True,True
1962,197,5,23,27,True,True,True
1963,197,5,26,8,True,True,True
1964,197,5,24,78,True,True,True
1965,197,5,22,39,True,True,True
1966,197,5,15,81,True,True,True
1967,197,5,19,6,True,True,True
1968,197,5,20,45,True,True,True
1969,197,5,21,69,True,True,True
1970,197,5,15,81,True,True,True
1971,198,5,25,44,True,True,True
1972,198,5,28,11,True,True,True
1973,198,5,26,95,True,True,True
1974,198,5,30,12,True,True,True
1975,198,5,18,74,True,True,True
1976,198,5,17,53,True,True,True
1977,198,5,19,34,True,True,True
1978,198,5,18,76,True,True,True
1979,198,5,17,86,True,True,True
1980,198,5,20,65,True,True,True
1981,199,5,24,68,True,True,True
1982,199,5,24,44,True,True,True
1983,199,5,20,55,True,True,True
1984,199,5,24,41,True,True,True
1985,199,5,23,94,True,True,True
1986,199,5,15,62,True,True,True
1987,199,5,15,47,True,True,True
1988,199,5,22,92,True,True,True
1989,199,5,19,36,True,True,True
1990,199,5,19,22,True,True,True
1991,200,5,23,17,True,True,True
1992,200,5,23,89,True,True,True
1993,200,5,25,16,True,True,True
1994,200,5,26,86,True,True,True
1995,200,5,19,85,True,True,True
1996,200,5,20,92,True,True,True
1997,200,5,17,74,True,True,True
1998,200,5,18,20,True,True,True
1999,200,5,23,68,True,True,True
2000,200,5,18,71,True,True,True
