Seat_ID,Table_ID,Room_ID,Cleanliness,Noise,Seat_Available,Table_Available,Room_Available
1697,170,5,39,70,True,True,True
1698,170,5,73,20,True,True,True
1699,170,5,1,72,True,True,True
1700,170,5,87,63,True,True,True
1701,171,1,67,4,True,True,True
1702,171,1,58,25,True,True,True
1703,171,1,47,38,True,True,True
1704,171,1,15,63,True,True,True
1705,171,1,21,99,True,True,True
1706,171,1,57,53,True,True,True
1707,171,1,46,14,True,True,True
1708,171,1,100,76,True,True,True
1709,171,1,17,39,True,True,True
1710,171,1,9,99,True,True,True
1711,172,2,77,79,True,True,True
1712,172,2,82,97,True,True,True
1713,172,2,6,91,True,True,True
1714,172,2,23,59,True,True,True
1715,172,2,91,98,True,True,True
1716,172,2,46,38,True,True,True
1717,172,2,14,100,True,True,True
1718,172,2,72,62,True,True,True
1719,172,2,35,19,True,True,True
1720,172,2,30,78,True,True,True
1721,173,3,84,25,True,True,True
1722,173,3,40,88,True,True,True
1723,173,3,14,26,True,True,True
1724,173,3,87,22,True,True,True
1725,173,3,48,83,True,True,True
1726,173,3,51,3,True,True,True
1727,173,3,42,19,True,True,True
1728,173,3,73,28,True,True,True
1729,173,3,84,45,True,True,True
1730,173,3,71,78,True,True,True
1731,174,4,63,73,True,True,True
1732,174,4,19,47,True,True,True
1733,174,4,14,38,True,True,True
1734,174,4,53,61,True,True,True
1735,174,4,36,40,True,True,True
1736,174,4,81,30,True,True,True
1737,174,4,9,64,True,True,True
1738,174,4,33,52,True,True,True
1739,174,4,89,14,True,True,True
1740,174,4,75,53,True,True,True
1741,175,5,99,59,True,True,True
1742,175,5,78,94,True,True,True
1743,175,5,41,68,True,True,True
1744,175,5,68,92,True,True,True
1745,175,5,8,2,True,True,True
1746,175,5,86,41,True,True,True
1747,175,5,55,16,True,True,True
1748,175,5,93,62,True,True,True
1749,175,5,48,30,True,True,True
1750,175,5,12,35,True,True,True
1751,176,1,11,64,True,True,True
1752,176,1,50,85,True,True,True
1753,176,1,21,69,True,True,True
1754,176,1,48,20,True,True,True
1755,176,1,67,44,True,True,True
1756,176,1,33,73,True,True,True
1757,176,1,61,9,True,True,True
1758,176,1,68,35,True,True,True
1759,176,1,81,98,True,True,True
1760,176,1,88,96,True,True,True
1761,177,2,65,8,True,True,True
1762,177,2,45,87,True,True,True
1763,177,2,47,40,True,True,True
1764,177,2,76,54,True,True,True
1765,177,2,76,46,True,True,True
1766,177,2,47,15,True,True,True
1767,177,2,19,26,True,True,True
1768,177,2,52,93,True,True,True
1769,177,2,22,21,True,True,True
1770,177,2,51,38,True,True,True
1771,178,3,20,29,True,True,True
1772,178,3,51,4,True,True,True
1773,178,3,55,71,True,True,True
1774,178,3,92,28,True,True,True
1775,178,3,4,22,True,True,True
1776,178,3,76,45,True,True,True
1777,178,3,67,86,True,True,True
1778,178,3,66,88,True,True,True
1779,178,3,34,91,True,True,True
1780,178,3,55,1,True,True,True
1781,179,4,72,87,True,True,True
1782,179,4,38,6,True,True,True
1783,179,4,86,25,True,True,True
1784,179,4,82,17,True,True,True
1785,179,4,61,12,True,True,True
1786,179,4,6,90,True,True,True
1787,179,4,27,8,True,True,True
1788,179,4,83,65,True,True,True
1789,179,4,57,93,True,True,True
1790,179,4,99,40,True,True,True
1791,180,5,14,35,True,True,True
1792,180,5,48,84,True,True,True
1793,180,5,56,49,True,True,True
1794,180,5,13,61,True,True,True
1795,180,5,49,46,True,True,True
1796,180,5,62,8,True,True,True
1797,180,5,43,20,True,True,True
1798,180,5,97,90,True,True,True
1799,180,5,39,85,True,True,True
1800,180,5,49,64,True,True,True
1801,181,1,62,54,True,True,True
1802,181,1,9,88,True,True,True
1803,181,1,37,49,True,True,True
1804,181,1,41,17,True,True,True
1805,181,1,88,21,True,True,True
1806,181,1,51,59,True,True,True
1807,181,1,39,55,True,True,True
1808,181,1,41,39,True,True,True
1809,181,1,13,64,True,True,True
1810,181,1,11,19,True,True,True
1811,182,2,11,77,True,True,True
1812,182,2,46,45,True,True,True
1813,182,2,1,40,True,True,True
1814,182,2,19,76,True,True,True
1815,182,2,72,72,True,True,True
1816,182,2,61,12,True,True,True
1817,182,2,61,33,True,True,True
1818,182,2,45,90,True,True,True
1819,182,2,92,69,True,True,True
1820,182,2,8,25,True,True,True
1821,183,3,91,46,True,True,True
1822,183,3,87,30,True,True,True
1823,183,3,47,87,True,True,True
1824,183,3,49,47,True,True,True
1825,183,3,84,82,True,True,True
1826,183,3,18,66,True,True,True
1827,183,3,68,94,True,True,True
1828,183,3,33,36,True,True,True
1829,183,3,82,19,True,True,True
1830,183,3,28,40,True,True,True
1831,184,4,84,97,True,True,True
1832,184,4,76,15,True,True,True
1833,184,4,41,39,True,True,True
1834,184,4,2,63,True,True,True
1835,184,4,29,74,True,True,True
1836,184,4,66,51,True,True,True
1837,184,4,75,77,True,True,True
1838,184,4,10,14,True,True,True
1839,184,4,82,51,True,True,True
1840,184,4,73,39,True,True,True
1841,185,5,28,3,True,True,True
1842,185,5,84,70,True,True,True
1843,185,5,27,2,True,True,True
1844,185,5,93,38,True,True,True
1845,185,5,3,16,True,True,True
1846,185,5,94,40,True,True,True
1847,185,5,2,81,True,True,True
1848,185,5,41,12,True,True,True
1849,185,5,35,65,True,True,True
1850,185,5,55,45,True,True,True
1851,186,1,79,90,True,True,True
1852,186,1,85,62,True,True,True
1853,186,1,49,95,True,True,True
1854,186,1,25,23,True,True,True
1855,186,1,24,38,True,True,True
1856,186,1,28,21,True,True,True
1857,186,1,54,18,True,True,True
1858,186,1,36,99,True,True,True
1859,186,1,45,73,True,True,True
1860,186,1,53,30,True,True,True
1861,187,2,60,98,True,True,True
1862,187,2,32,67,True,True,True
1863,187,2,67,28,True,True,True
1864,187,2,44,79,True,True,True
1865,187,2,41,63,True,True,True
1866,187,2,23,75,True,True,True
1867,187,2,48,32,True,True,True
1868,187,2,57,100,True,True,True
1869,187,2,33,24,True,True,True
1870,187,2,39,34,True,True,True
1871,188,3,56,28,True,True,True
1872,188,3,37,7,True,True,True
1873,188,3,68,37,True,True,True
1874,188,3,56,65,True,True,True
1875,188,3,65,47,True,True,True
1876,188,3,20,19,True,True,True
1877,188,3,29,74,True,True,True
1878,188,3,60,18,True,True,True
1879,188,3,92,35,True,True,True
1880,188,3,43,95,True,True,True
1881,189,4,91,11,True,True,True
1882,189,4,49,38,True,True,True
1883,189,4,64,69,True,True,True
1884,189,4,8,34,True,True,True
1885,189,4,48,56,True,True,True
1886,189,4,76,65,True,True,True
1887,189,4,31,4,True,True,True
1888,189,4,50,69,True,True,True
1889,189,4,30,88,True,True,True
1890,189,4,59,67,True,True,True
1891,190,5,75,45,True,True,True
1892,190,5,4,26,True,True,True
1893,190,5,27,46,True,True,True
1894,190,5,64,91,True,True,True
1895,190,5,51,50,True,True,True
1896,190,5,6,59,True,True,True
1897,190,5,15,30,True,True,True
1898,190,5,42,37,True,True,True
1899,190,5,42,35,True,True,True
1900,190,5,87,6,True,True,True
1901,191,1,68,18,True,True,True
1902,191,1,73,29,True,True,True
1903,191,1,77,59,True,True,True
1904,191,1,47,17,True,True,True
1905,191,1,96,22,True,True,True
1906,191,1,68,69,True,True,True
1907,191,1,37,49,True,True,True
1908,191,1,13,34,True,True,True
1909,191,1,86,53,True,True,True
1910,191,1,87,51,True,True,True
1911,192,2,3,42,True,True,True
1912,192,2,98,32,True,True,True
1913,192,2,51,85,True,True,True
1914,192,2,46,21,True,True,True
1915,192,2,44,11,True,True,True
1916,192,2,68,1,True,True,True
1917,192,2,92,63,True,True,True
1918,192,2,24,99,True,True,True
1919,192,2,13,98,True,True,True
1920,192,2,11,100,True,True,True
1921,193,3,51,17,True,True,True
1922,193,3,99,82,True,True,True
1923,193,3,86,24,True,True,True
1924,193,3,19,37,True,True,True
1925,193,3,85,8,True,True,True
1926,193,3,28,5,True,True,True
1927,193,3,17,36,True,True,True
1928,193,3,19,64,True,True,True
1929,193,3,91,98,True,True,True
1930,193,3,11,54,True,True,True
1931,194,4,45,47,True,True,True
1932,194,4,12,21,True,True,True
1933,194,4,11,92,True,True,True
1934,194,4,5,81,True,True,True
1935,194,4,56,20,True,True,True
1936,194,4,41,46,True,True,True
1937,194,4,12,70,True,True,True
1938,194,4,17,19,True,True,True
1939,194,4,26,48,True,True,True
1940,194,4,52,96,True,True,True
1941,195,5,70,55,True,True,True
1942,195,5,100,75,True,True,True
1943,195,5,33,62,True,True,True
1944,195,5,88,23,True,True,True
1945,195,5,15,27,True,True,True
1946,195,5,75,64,True,True,True
1947,195,5,81,51,True,True,True
1948,195,5,53,78,True,True,True
1949,195,5,91,82,True,True,True
1950,195,5,92,51,True,True,True
1951,196,1,47,4,True,True,True
1952,196,1,7,35,True,True,True
1953,196,1,48,73,True,True,True
1954,196,1,72,45,True,True,True
1955,196,1,81,81,True,True,True
1956,196,1,97,96,True,True,True
1957,196,1,72,19,True,True,True
1958,196,1,63,38,True,True,True
1959,196,1,67,59,True,True,True
1960,196,1,69,13,True,True,True
1961,197,2,47,61,True,True,True
1962,197,2,31,80,True,True,True
1963,197,2,96,22,True,True,True
1964,197,2,93,86,True,True,True
1965,197,2,43,67,True,True,True
1966,197,2,54,10,True,True,True
1967,197,2,42,64,True,True,True
1968,197,2,21,80,True,True,True
1969,197,2,76,66,True,True,True
1970,197,2,41,24,True,True,True
1971,198,3,35,56,True,True,True
1972,198,3,30,57,True,True,True
1973,198,3,94,47,True,True,True
1974,198,3,35,19,True,True,True
1975,198,3,8,26,True,True,True
1976,198,3,71,30,True,True,True
1977,198,3,7,67,True,True,True
1978,198,3,65,36,True,True,True
1979,198,3,25,37,True,True,True
1980,198,3,1,15,True,True,True
1981,199,4,37,13,True,True,True
1982,199,4,8,5,True,True,True
1983,199,4,60,73,True,True,True
1984,199,4,1,36,True,True,True
1985,199,4,35,66,True,True,True
1986,199,4,63,23,True,True,True
1987,199,4,9,34,True,True,True
1988,199,4,46,78,True,True,True
1989,199,4,4,30,True,True,True
1990,199,4,95,75,True,True,True
1991,200,5,99,72,True,True,True
1992,200,5,3,14,True,True,True
1993,200,5,60,77,True,True,True
1994,200,5,45,96,True,True,True
1995,200,5,34,45,True,True,True
1996,200,5,61,83,True,True,True
1997,200,5,16,66,True,True,True
1998,200,5,40,17,True,True,True
1999,200,5,34,16,True,True,True
2000,200,5,60,66,True,True,True
